trial,cue,digit,keypress,cuetime,trialtime,sessiontime
0,0,7,7,20.174707699916326,40.589262099936604,41.83104740001727
0,1,6,5,18.79876409994904,59.38925999996718,60.631045400048606
0,2,4,8,2.7348053000168875,62.12524109997321,63.367026400053874
0,3,1,3,6.646865100017749,68.77323579997756,70.01502120005898
0,4,3,1,1.7908990000141785,70.56527919997461,71.80706460005604
0,5,9,7,2.6548413999844342,73.2212423000019,74.46302790008485
0,6,8,9,6.3909441999858245,79.61331179994158,80.85509720002301
0,7,0,9,5.326872000005096,84.94128019991331,86.18306549999397
0,8,8,7,5.990851400070824,90.93331290001515,92.17509830009658
0,9,7,0,2.5587997999973595,93.4932562999893,94.73504160006996
1,0,6,7,2.126857899944298,16.904019700014032,111.63910340005532
1,1,7,8,9.32684390002396,26.232015799963847,120.9670996000059
1,2,0,9,3.1427390999160707,29.375945099978708,124.11102870001923
1,3,9,7,3.1748885000124574,32.55193950003013,127.28702320007142
1,4,6,1,3.7989064999856055,36.3519814000465,131.08706520008855
1,5,4,9,6.022760200081393,42.37591149995569,137.11099519999698
1,6,7,8,3.5667225000215694,45.94394380005542,140.6790275000967
1,7,1,4,4.854928100015968,50.799977399990894,145.53506110003218
1,8,2,7,3.5508504000026733,54.35194419999607,149.0870278000366
1,9,9,4,5.494827499962412,59.84790950000752,154.58299310004804
