trial,cue,digit,processor,keypress,cuetime,trialtime,sessiontime
8,0,3,test,5,4.5253312001004815,5.91994610009715,321.5265483998228
8,1,7,test,8,2.3094358001835644,8.231983600184321,323.83858589990996
8,2,4,test,4,1.3574256000574678,9.591987800085917,325.1985899999272
8,3,8,test,3,6.6693515998777,16.2638714001514,331.87047369987704
8,4,5,control,2,3.750877100042999,20.015907800057903,335.62251010001637
8,5,6,control,2,4.878923999844119,24.895884400000796,340.5024865998421
8,6,2,control,0,7.342884700046852,32.239872300066054,347.84647449990734
8,7,0,control,4,2.230867800069973,34.47184989997186,350.0784521999303
8,8,7,control,1,2.1029334000777453,36.57587409997359,352.1824762998149
8,9,6,test,3,6.549218699801713,43.12799880001694,358.7346010999754
9,0,1,test,1,3.2853137000929564,4.343840699875727,363.07846739981323
9,1,7,test,9,2.717432500096038,7.06385049992241,365.7984772999771
9,2,2,test,8,3.1015771999955177,10.16783759999089,368.9024642999284
9,3,1,test,4,2.333377999952063,12.503908900078386,371.23853569990024
9,4,0,test,3,2.349356099963188,14.85586760006845,373.59049430000596
9,5,4,control,1,1.4468234998639673,16.303836399922147,375.03846339997835
9,6,5,control,2,1.5429440999869257,17.847881499910727,376.58250819984823
9,7,1,test,4,2.4773740000091493,20.327858400065452,379.0624851998873
9,8,0,test,6,6.149489700095728,26.479911899892613,385.21453879983164
9,9,8,test,9,2.141377800144255,28.62385220010765,387.35847909981385
