trial,cue,digit,keypress,cuetime,trialtime,sessiontime
0,0,6,8,3.2948306999751367,7.255379399983212,8.47072029998526
0,1,5,7,5.862762100005057,13.119370999978855,14.334711999981664
0,2,3,4,4.0708186000119895,17.1913826999953,18.40672359999735
0,3,4,1,2.9988659999798983,20.191375399997924,21.40671629999997
0,4,2,4,2.3428949000081047,22.535383699985687,23.750724599987734
0,5,3,2,1.694858699978795,24.231360199977644,25.446701199980453
0,6,8,4,2.1749246999970637,26.407401699980255,27.622742699983064
0,7,0,3,2.150880200031679,28.55937550001545,29.774716299958527
0,8,4,3,0.3027607000549324,28.863353799970355,30.078694899973925
0,9,3,4,1.8948986000032164,30.759329199965578,31.974670099967625
0,10,8,8,3.5589104000246152,34.31937499996275,35.534715999965556
0,11,3,7,4.086857300018892,38.40737019997323,39.62271109997528
0,12,8,8,3.3988864000421017,41.807412099966314,43.02275299996836
0,13,3,3,2.302828399988357,44.11137020000024,45.326711100002285
0,14,7,9,4.078904399997555,48.19140199996764,49.406742799968924
0,15,3,4,3.1746489999932237,51.36737579997862,52.582716699980665
0,16,1,2,2.8388469999772497,54.20738779997919,55.422728699981235
0,17,3,7,2.918849300011061,57.12735560000874,58.34269640001003
0,18,8,8,2.062834099982865,59.191351799992844,60.40669279999565
0,19,7,3,2.558848200016655,61.75134519999847,62.966686100000516
0,20,1,1,2.8388605999643914,64.59134609997272,65.80668709997553
0,21,0,8,3.2149014999740757,67.80735509999795,69.022696
0,22,8,8,3.030898500001058,70.83935829997063,72.05469919997267
0,23,6,3,1.9269119999953546,72.76740010001231,73.98274109995691
0,24,5,4,2.238866900035646,75.00738779996755,76.22272859996883
1,0,4,6,2.8549163000425324,4.239918499952182,80.46269089996349
1,1,2,5,2.9269905000110157,7.167997299984563,83.3907698999974
1,2,1,2,1.742786199960392,8.911902999971062,85.13467549998313
1,3,0,3,6.590950399986468,15.503950499987695,91.72672310000053
1,4,3,6,3.4468560999957845,18.95192209997913,95.1746945999912
1,5,6,4,2.3189430000493303,21.271971999958623,97.49474439996993
1,6,9,0,2.8868266999488696,24.159938399970997,100.38271099998383
1,7,2,8,3.0708775999955833,27.23194109997712,103.45471349998843
1,8,4,4,3.7588718999759294,30.991924199974164,107.214696799987
1,9,7,8,3.0948569999891333,34.087902200000826,110.31067469995469
1,10,4,7,1.9109756999532692,35.999935299973004,112.22270789998583
1,11,1,9,2.182904099987354,38.18390309996903,114.40667569998186
1,12,5,3,2.4068757999921218,40.591901399951894,116.81467389996396
1,13,1,1,7.094969499972649,47.687993499974255,123.91076609998709
1,14,9,2,2.510720099962782,50.19991129997652,126.42268379998859
1,15,5,4,3.318890599999577,53.51991509995423,129.7426875999663
1,16,7,8,2.4628936999943107,55.98392440000316,132.20669699995779
1,17,3,4,3.4068484000163153,59.39189519995125,135.61466759996256
1,18,9,9,2.5268021000083536,61.91998710000189,138.1427596999565
1,19,6,6,3.0548406000016257,64.97592179995263,141.1986942999647
1,20,1,1,3.142849700001534,68.11991749994922,144.34269009996206
1,21,0,7,2.8788971000467427,70.9999334999593,147.22270599997137
1,22,4,4,3.8227229000185616,74.82390540000051,151.04667789995437
1,23,2,9,3.4869447999517433,78.31197619996965,154.53474879998248
1,24,8,6,2.582838299975265,80.89592539996374,157.1186978999758
2,0,7,7,6.846962100011297,8.231994499976281,165.35073549998924
2,1,8,6,2.9667959999642335,11.199940699967556,168.31868169998052
2,2,1,1,1.6228478999692015,12.8239462999627,169.94268729997566
2,3,8,3,6.310820100014098,19.13591789995553,176.2546588999685
2,4,9,7,4.142858000006527,23.279918299987912,180.39865930000087
2,5,2,1,2.014779500022996,25.295912600005977,182.4146536999615
2,6,4,4,3.910862000018824,29.207943199959118,186.32668409997132
2,7,7,2,2.070914299983997,31.279946199967526,188.3986871999805
2,8,1,1,2.8468053999822587,34.12790259998292,191.24664389999816
2,9,5,7,2.534742299991194,36.66394349996699,193.7826845999807
2,10,7,7,9.638896399992518,46.30396239995025,203.4227033999632
2,11,5,6,5.446878899994772,51.751925499993376,208.87066650000634
2,12,9,8,3.0306734000332654,54.78391769999871,211.90265869995346
2,13,8,4,2.9908855999819934,57.77592679997906,214.89466779999202
2,14,1,1,2.0949171999818645,59.87199889996555,216.99073999997927
2,15,6,6,3.7428200999856927,63.615986499993596,220.73472760000732
2,16,3,8,2.8148577000247315,66.43198100000154,223.55072209995706
2,17,2,1,2.7188472999841906,69.15198289998807,226.27072420000331
2,18,5,3,5.790837200009264,74.94397319998825,232.0627142000012
2,19,9,4,1.9748287000111304,76.91992459999165,234.0386656000046
2,20,4,4,3.190978999948129,80.11204569996335,237.2307866999763
2,21,2,1,3.7186854999745265,83.83195429999614,240.9506953000091
2,22,0,3,4.110799599962775,87.94392639998114,245.0626673999941
