trial,cue,digit,keypress,cuetime,trialtime,sessiontime
0,0,9,0,3.9530635999981314,9.889842099975795,11.116274199914187
0,1,2,2,5.09860060014762,14.990441399859264,16.216873500030488
0,2,1,1,1.424095100024715,16.41637869994156,17.642810799879953
0,3,7,4,3.1758644999936223,19.59394449996762,20.820376599906012
0,4,4,4,4.1523048998788,23.748201599810272,24.97463359986432
0,5,7,7,1.2460479999426752,24.996076799929142,26.22250879998319
0,6,0,5,1.87423439999111,26.872118399944156,28.09855049988255
0,7,8,0,1.026619500014931,27.900554499821737,29.12698659999296
0,8,1,1,1.6597034002188593,29.56205979990773,30.7884916998446
0,9,6,0,2.6408164999447763,32.20491539989598,33.43134739995003
0,10,9,9,3.012297200039029,35.2189320998732,36.44536409992725
0,11,7,7,1.1222357000224292,36.34288789983839,37.569319899892434
0,12,0,6,3.7189929999876767,40.063631400000304,41.2900634999387
0,13,5,7,3.527495900169015,43.59286609990522,44.819298199843615
0,14,3,1,1.7575608999468386,45.3527476999443,46.57917969999835
0,15,4,1,1.7735452998895198,47.128001699922606,48.354433799861
0,16,3,3,3.176329599926248,50.30624379985966,51.532675799913704
0,17,2,5,1.4509638000745326,51.75892789987847,52.98535989993252
0,18,1,1,2.459791600005701,54.22048629983328,55.446918400004506
0,19,6,6,3.656587499892339,57.8788885998074,59.10532059986144
0,20,9,6,1.9955205998849124,59.87640939978883,61.10284149996005
0,21,0,5,4.97870590002276,64.85695609985851,66.08338809991255
0,22,8,0,1.1199195999652147,65.97866419982165,67.2050961998757
0,23,2,1,4.796052800025791,70.77647169982083,72.00290379999205
0,24,5,0,4.951472299871966,75.72968079987913,76.95611270004883
1,0,6,0,1.9303152000065893,3.495100700063631,80.45125659997575
1,1,3,1,1.2991532001178712,4.796062899986282,81.75221890001558
1,2,7,1,2.53225120017305,7.330162800149992,84.28631870006211
1,3,2,1,1.6756080000195652,9.007564200088382,85.96372019988485
1,4,8,0,0.8248222998809069,9.834128099959344,86.79028409998864
1,5,1,1,1.5067853999789804,11.342720000073314,88.29887609998696
1,6,7,7,1.4525256000924855,12.797048800159246,89.75320469983853
1,7,9,5,2.724145899992436,15.522938800044358,92.47909519984387
1,8,8,6,1.6100717999506742,17.134979400085285,94.09113539988175
1,9,3,3,1.8510074000805616,18.98775720014237,95.94391339994036
1,10,9,5,2.042159500066191,21.0316852000542,97.98784119985066
1,11,0,2,2.6588302000891417,23.692315600113943,100.64847159991041
1,12,2,3,0.029291100101545453,23.723373000044376,100.6795288999565
1,13,7,1,4.4028100001160055,28.12792000011541,105.08407599991187
1,14,8,0,0.7491242000833154,28.87924510007724,105.8354010998737
1,15,3,3,0.9410057999193668,29.82202049996704,106.77817649999633
1,16,1,1,0.933223299914971,30.757008000044152,107.71316389995627
1,17,9,0,2.2478956999257207,33.00677269999869,109.96292870002799
1,18,8,0,1.1166230998933315,34.125100400066,111.08125639986247
1,19,6,9,1.7000607999507338,35.82696190010756,112.78311789990403
1,20,5,4,3.971302199875936,39.80001230002381,116.7561683000531
1,21,8,5,5.746908999979496,45.54875120008364,122.50490709999576
1,22,1,1,0.8476360000204295,46.39810650004074,123.35426259995438
1,23,7,7,1.465020400006324,47.86494550015777,124.82110149995424
1,24,5,5,2.9691830000374466,50.83630420011468,127.79246019991115
2,0,9,6,2.839804100105539,4.653832599986345,132.44633529987186
2,1,4,1,2.7625114999245852,7.418111500097439,135.21061419998296
2,2,2,1,0.7912373000290245,8.211097300052643,136.00360010005534
2,3,5,5,2.8344417000189424,11.047327000182122,138.8398296998348
2,4,8,0,2.268661200068891,13.31775030004792,141.11025319993496
2,5,2,1,2.0636905999854207,15.3831939001102,143.17569659999572
2,6,4,6,6.596455899998546,21.981375999981537,149.77387879998423
2,7,6,6,2.354376200120896,24.33752640010789,152.13002949999645
2,8,3,3,2.985401599900797,27.324696199968457,155.11719899997115
2,9,7,7,1.8271985999308527,29.153715800028294,156.94621840002947
2,10,8,9,5.685564100043848,34.84108699997887,162.6335896998644
2,11,1,1,0.8846208001486957,35.72753170016222,163.52003449993208
2,12,5,5,2.181219599908218,37.91054500010796,165.70304769999348
2,13,7,7,1.0880201000254601,39.00028649996966,166.79278919985518
2,14,0,6,4.101012200117111,43.10304139996879,170.8955440998543
2,15,1,1,0.8899703999049962,43.99475309997797,171.7872557998635
2,16,0,0,2.168023900128901,46.16456270008348,173.957065399969
2,17,2,1,1.073558800155297,47.239921000087634,175.03242369997315
2,18,0,3,0.7631054001394659,48.00482530007139,175.7973279999569
2,19,8,0,0.8352469999808818,48.84185990015976,176.63436260004528
2,20,1,1,0.7261743999551982,49.569790499983355,177.36229319986887
2,21,0,0,1.463516800198704,51.03503350005485,178.82753619994037
2,22,8,6,2.5666563000995666,53.60346520016901,181.39596799993888
2,23,6,9,2.6407691000495106,56.24601530004293,184.0385276998859
2,24,9,6,9.520711000077426,65.76849000016227,193.56099279993214
3,0,6,6,0.9203540000598878,2.0165179998148233,195.5775597000029
3,1,9,8,2.036666200030595,4.054954699939117,197.61599639989436
3,2,7,7,0.97744520008564,5.034109599888325,198.59515129984356
3,3,6,6,0.9985308998730034,6.034359499812126,199.59540149988607
3,4,7,7,0.9101661997847259,6.946248299907893,200.5072900999803
3,5,8,8,1.4633047999814153,8.411359099904075,201.97240079985932
3,6,3,3,1.0059324000030756,9.419036199804395,202.98007789999247
3,7,8,6,2.807136100018397,12.228058899985626,205.78910070005804
3,8,3,3,0.8096749000251293,13.039440299849957,206.60048209992237
3,9,8,6,2.130179699975997,15.171349999960512,208.73239189991727
3,10,2,7,1.033975799800828,16.207134599797428,209.7681762999855
3,11,3,3,1.0777241000905633,17.28668269980699,210.84772469988093
3,12,9,5,1.2770887999795377,18.56557809980586,212.12661989987828
3,13,4,5,1.527836199849844,20.095165299950168,213.65620710002258
3,14,5,5,2.2411154999863356,22.338021599920467,215.8990632998757
3,15,1,1,0.7326792001258582,23.072408999782056,216.63345089997165
3,16,3,3,0.7686063000001013,23.842825299827382,217.4038670998998
3,17,5,5,1.1869679999072105,25.031514199916273,218.5925559999887
3,18,2,2,1.0500213000923395,26.083323099883273,219.6443648999557
3,19,7,7,0.7947017999831587,26.87976279994473,220.44080449989997
3,20,6,6,1.0967849001754075,27.97827069996856,221.53931250004098
3,21,3,3,0.8896624997723848,28.869682099903002,222.43072389997542
3,22,6,6,1.1650680000893772,30.036569699877873,223.59761159983464
3,23,7,7,0.8020667000673711,30.840465599903837,224.40150729985908
3,24,2,2,1.008519700029865,31.850779299857095,225.4118210999295
4,0,6,5,0.8396755000576377,1.7578083998523653,227.16967129986733
4,1,8,8,1.815906099975109,3.575521199963987,228.98738409997895
4,2,1,1,0.8712071001064032,4.448633400024846,229.8604963000398
4,3,2,2,0.7635957999154925,5.214030100032687,230.62589300004765
4,4,5,3,0.8953052998986095,6.111090499907732,231.5229533999227
4,5,8,8,1.9850626999977976,8.097868399927393,233.50973149994388
4,6,1,1,0.8042343000415713,8.903895600000396,234.31575850001536
4,7,2,2,0.8202029000967741,9.725883799837902,235.13774669985287
4,8,3,3,0.8150295000523329,10.542691899929196,235.95455479994416
4,9,2,2,1.3163927998393774,11.860905099892989,237.27276810002513
4,10,7,7,0.7940572998486459,12.65672339987941,238.06858629989438
4,11,3,3,0.8533758001867682,13.51245029992424,238.9243131999392
4,12,1,1,0.9520860998891294,14.466263900045305,239.87812689994462
4,13,0,0,1.5829967998433858,16.0511074999813,241.46297039999627
4,14,6,6,1.097205099882558,17.150077499914914,242.56194039992988
4,15,0,0,2.1463449001312256,19.29814810003154,244.71001089992933
4,16,8,8,1.626771799987182,20.92663639993407,246.33849949995056
4,17,3,3,0.8642013999633491,21.792614799924195,247.20447769993916
4,18,6,6,1.5394939999096096,23.333844000007957,248.74570690002292
4,19,3,3,0.8146590997930616,24.15029859985225,249.56216149986722
4,20,2,2,2.1380602000281215,26.29010990005918,251.70197279984131
4,21,5,5,0.8740177999716252,27.16584619996138,252.5777091998607
4,22,9,8,0.9206978001166135,28.088324999902397,253.5001880999189
4,23,0,0,1.3678711000829935,29.458015699870884,254.86987879988737
4,24,8,8,4.107072200160474,33.56684609991498,258.9787091000471
5,0,6,6,1.4014712998177856,2.24977959995158,261.2285521000158
5,1,2,7,1.1363858999684453,3.3923614998348057,262.37113399989903
5,2,8,0,1.59761289996095,4.9920391999185085,263.97081169998273
5,3,9,8,5.58683539996855,10.580711499787867,269.55948389996774
5,4,7,7,0.869234099984169,11.451773399952799,270.43054579989985
5,5,0,0,1.634082700125873,13.087668399792165,272.0664408998564
5,6,8,8,2.7409477001056075,15.830426199827343,274.80919880000874
5,7,1,1,0.7832605000585318,16.615503599867225,275.59427609993145
5,8,5,5,1.272550499998033,17.889791999943554,276.8685645000078
5,9,2,2,0.7271094999741763,18.618665699847043,277.59743819991127
5,10,0,0,1.8613568998407573,20.481876499950886,279.4606490000151
5,11,9,5,5.463330399943516,25.94698269991204,284.9257550998591
5,12,3,3,0.7352041001431644,26.683951399987563,285.6627239000518
5,13,5,5,0.9204549000132829,27.6061338998843,286.5849063000642
5,14,7,7,0.8098275999072939,28.417683199979365,287.3964557000436
5,15,1,1,0.8465994999278337,29.266057199798524,288.2448295999784
